studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,germplasmEntryNumber,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Above ground dry biomass - g|day 136|COMP:0000063,Above ground dry biomass - g|day 168|COMP:0000064,Freeze damage severity - 0-9 Rating|CO_350:0005001,Grain weight - g|CO_350:0005123,Grain yield - g/m2|CO_350:0000260,Growth stage - Zadoks|CO_350:0000689,Lodging severity - 0-9 Rating|CO_350:0005007,Pea above ground dry biomass - g|day 136|COMP:0000060,Pea above ground dry biomass - g|day 168|COMP:0000061,Pea flowering date - Julian day|COMP:0000053,Pea freeze damage severity - 0-5 Rating|COMP:0000051,Pea grain weight - g|COMP:0000009,Pea grain yield - g/m2|COMP:0000049,Pea plant height - cm|day 134|COMP:0000062,Pea plant height - cm|day 164|COMP:0000040,Pea winter survival - percent|COMP:0000050,Plant height - cm|day 134|COMP:0000054,Plant height - cm|day 164|COMP:0000023,Weed above ground dry biomass - g|day 136|COMP:0000065,Weed above ground dry biomass - g|day 168|COMP:0000066,Winter survival - percent|CO_350:0000170,notes,Cornell_WinterOatPeaIntercrop_2024_Ithaca_barley_genotype_Calypson,Cornell_WinterOatPeaIntercrop_2024_Ithaca_barley_genotype_Lightning,Cornell_WinterOatPeaIntercrop_2024_Ithaca_barley_genotype_NY17024-2-45,Cornell_WinterOatPeaIntercrop_2024_Ithaca_barley_genotype_Saturn,Cornell_WinterOatPeaIntercrop_2024_Ithaca_barley_genotype_Scala,Cornell_WinterOatPeaIntercrop_2024_Ithaca_barley_genotype_Violetta,Cornell_WinterOatPeaIntercrop_2024_Ithaca_pea_genotype_Blaze
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",91689,NORA,"Arkansas 3-74-H3,Loyal,Nora,NORA,SD94160",,plot,703642,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_134,5,5,134,10,7,test,,,,4,791,235.1227632,11,3,,,140,,4,1.188989953,,,100,,,,,100,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",91689,NORA,"Arkansas 3-74-H3,Loyal,Nora,NORA,SD94160",,subplot,716432,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_134_subplot_1,5,5,134,10,7,test,,141.2,,,,,,,0,,,,,,0,0,,42,78,0,,,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",91689,NORA,"Arkansas 3-74-H3,Loyal,Nora,NORA,SD94160",,subplot,716433,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_134_subplot_2,5,5,134,10,7,test,,,,,,,,,,,,,,,0,0,,38,76,,,,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",91689,NORA,"Arkansas 3-74-H3,Loyal,Nora,NORA,SD94160",,subplot,716434,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_134_subplot_3,5,5,134,10,7,test,,,,,,,,,,,,,,,0,0,,35,74,,,,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,plot,703855,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_135,5,5,135,10,6,test,,,,5,326,89.21729611,12,3,,,140,,NA,NA,,,100,,,,,100,,,1,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,716837,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_135_subplot_1,5,5,135,10,6,test,,,,,,,,,,,,,,,0,0,,44,54,,,,,,1,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,716838,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_135_subplot_2,5,5,135,10,6,test,,,,,,,,,,,,,,,0,0,,38,57,,,,,,1,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,716839,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_135_subplot_3,5,5,135,10,6,test,,,127.1,,,,,,,181.1,,,,,0,0,,40,54,,0,,,,1,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,plot,703744,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_136,5,5,136,10,5,test,,,,5,531,147.8696742,12,5,,,140,,678,188.8053467,,,100,,,,,100,,,1,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,717125,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_136_subplot_1,5,5,136,10,5,test,,,,,,,,,,,,,,,24,54,,38,64,,,,,,1,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,717126,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_136_subplot_2,5,5,136,10,5,test,,,,,,,,,,,,,,,21,59,,42,53,,,,,,1,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,717127,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_136_subplot_3,5,5,136,10,5,test,,,169,,,,,,,273,,,,,27,48,,41,56,,0,,,,1,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703582,FLLA17069-54,,,plot,703703,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_137,5,5,137,10,4,test,,,,4,583,175.9309554,11,3,,,140,,NA,NA,,,100,,,,,100,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703582,FLLA17069-54,,,subplot,716993,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_137_subplot_1,5,5,137,10,4,test,,,,,,,,,,,,,,,0,0,,35,61,,,,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703582,FLLA17069-54,,,subplot,716994,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_137_subplot_2,5,5,137,10,4,test,,,,,,,,,,,,,,,0,0,,33,61,,,,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703582,FLLA17069-54,,,subplot,716995,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_137_subplot_3,5,5,137,10,4,test,,80,,,,,,,0,,,,,,0,0,,30,58,0.1,,,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703582,FLLA17069-54,,,plot,703692,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_138,5,5,138,10,3,test,,,,4,592,184.2514784,11,4,,,140,,948,295.0513539,,,100,,,,,100,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703582,FLLA17069-54,,,subplot,716468,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_138_subplot_1,5,5,138,10,3,test,,,,,,,,,,,,,,,27,74,,35,71,,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703582,FLLA17069-54,,,subplot,716469,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_138_subplot_2,5,5,138,10,3,test,,,,,,,,,,,,,,,24,69,,34,66,,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703582,FLLA17069-54,,,subplot,716470,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_138_subplot_3,5,5,138,10,3,test,,126.9,,,,,,,38.1,,,,,,25,64,,33,61,1.1,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,plot,703848,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_139,5,5,139,10,2,test,,,,NA,NA,NA,NA,9,,,140,,1209,403.1612645,,,100,,,,,100,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,716171,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_139_subplot_1,5,5,139,10,2,test,,0,,,,,,,96.6,,,,,,23,75,,0,0,1.3,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,716172,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_139_subplot_2,5,5,139,10,2,test,,,,,,,,,,,,,,,26,68,,0,0,,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,716173,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_139_subplot_3,5,5,139,10,2,test,,,,,,,,,,,,,,,22,75,,0,0,,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",85562,OKAY,"OK7222336,Okay,Oklahoma 7222336",,subplot,717296,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_13_subplot_1,2,2,13,1,13,test,,,,,,,,,,,,,,,32,88,,42,83,,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",85562,OKAY,"OK7222336,Okay,Oklahoma 7222336",,subplot,717297,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_13_subplot_2,2,2,13,1,13,test,,,,,,,,,,,,,,,46,94,,43,94,,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",85562,OKAY,"OK7222336,Okay,Oklahoma 7222336",,subplot,717298,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_13_subplot_3,2,2,13,1,13,test,,154.6,,,,,,,50.5,,,,,,33,85,,41,87,0.1,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",85562,OKAY,"OK7222336,Okay,Oklahoma 7222336",,plot,703765,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_14,2,2,14,1,14,test,,,,0,859,228.7738362,11,2,,,140,NA,9,2.396931927,,,100,,,,,100,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,plot,703926,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_140,5,5,140,10,1,test,,,,NA,NA,NA,NA,9,,,140,,1753,582.1212725,,,100,,,,,100,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,716435,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_140_subplot_1,5,5,140,10,1,test,,0,,,,,,,57.7,,,,,,23,79,,0,0,0.8,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,716436,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_140_subplot_2,5,5,140,10,1,test,,,,,,,,,,,,,,,24,74,,0,0,,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703605,NO_OATS_PLANTED,,,subplot,716437,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_140_subplot_3,5,5,140,10,1,test,,,,,,,,,,,,,,,27,75,,0,0,,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703583,NC20-4402,,,plot,703837,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_141,5,5,141,11,1,test,,,,3,858,234.0042546,11,0,,,140,,NA,NA,,,100,,,,,100,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703583,NC20-4402,,,subplot,716408,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_141_subplot_1,5,5,141,11,1,test,,,325.1,,,,,,,402.1,,,,,0,0,,34,77,,0,,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703583,NC20-4402,,,subplot,716409,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_141_subplot_2,5,5,141,11,1,test,,,,,,,,,,,,,,,0,0,,37,77,,,,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703583,NC20-4402,,,subplot,716410,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_141_subplot_3,5,5,141,11,1,test,,,,,,,,,,,,,,,0,0,,38,75,,,,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703583,NC20-4402,,,plot,703747,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_142,5,5,142,11,2,test,,,,4,739,198.8162497,11,3,,,140,,313,84.20769438,,,100,,,,,100,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703583,NC20-4402,,,subplot,717002,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_142_subplot_1,5,5,142,11,2,test,,,304.1,,,,,,,453.1,,,,,32,71,,40,78,,0,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703583,NC20-4402,,,subplot,717003,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_142_subplot_2,5,5,142,11,2,test,,,,,,,,,,,,,,,33,70,,38,74,,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703583,NC20-4402,,,subplot,717004,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_142_subplot_3,5,5,142,11,2,test,,,,,,,,,,,,,,,27,69,,35,77,,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703602,SCLA17080SBS-4-2,,,plot,703648,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_143,5,5,143,11,3,test,,,,4,795,229.4372294,11,3,,,140,,271,78.21067821,,,100,,,,,100,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703602,SCLA17080SBS-4-2,,,subplot,717128,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_143_subplot_1,5,5,143,11,3,test,,,,,,,,,,,,,,,27,69,,35,78,,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703602,SCLA17080SBS-4-2,,,subplot,717129,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_143_subplot_2,5,5,143,11,3,test,,,,,,,,,,,,,,,23,56,,38,85,,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703602,SCLA17080SBS-4-2,,,subplot,717130,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_143_subplot_3,5,5,143,11,3,test,,133.3,,,,,,,18.2,,,,,,27,66,,36,80,0,,,,,,,,,,1
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703602,SCLA17080SBS-4-2,,,plot,703641,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_144,5,5,144,11,4,test,,,,4,761,223.6919459,11,1,,,140,,NA,NA,,,100,,,,,100,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703602,SCLA17080SBS-4-2,,,subplot,717092,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_144_subplot_1,5,5,144,11,4,test,,,,,,,,,,,,,,,0,0,,35,78,,,,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703602,SCLA17080SBS-4-2,,,subplot,717093,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_144_subplot_2,5,5,144,11,4,test,,,,,,,,,,,,,,,0,0,,32,68,,,,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703602,SCLA17080SBS-4-2,,,subplot,717094,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_144_subplot_3,5,5,144,11,4,test,,102,,,,,,,0,,,,,,0,0,,36,74,0.1,,,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703547,NF13-4126-4_3,,,plot,703859,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_145,5,5,145,11,5,test,,,,2,757,216.112824,11,2,,,140,,3,0.856457691,,,100,,,,,100,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703547,NF13-4126-4_3,,,subplot,716591,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_145_subplot_1,5,5,145,11,5,test,,134.7,,,,,,,0,,,,,,0,0,,42,70,0.1,,,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703547,NF13-4126-4_3,,,subplot,716592,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_145_subplot_2,5,5,145,11,5,test,,,,,,,,,,,,,,,0,0,,40,66,,,,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6565,Cornell_WinterOatPeaIntercrop_2024_Ithaca,winter oat pea intercrop,Augmented,1.26,na,0.3465,,,2023-October-04,2024-July-09,172,"Ithaca, NY - McGowan",703547,NF13-4126-4_3,,,subplot,716593,Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_145_subplot_3,5,5,145,11,5,test,,,,,,,,,,,,,,,0,0,,37,70,,,,,,,,,,,
